Date Time, Water Level, Sigma, O, F, R, L, Quality 
2017-01-08 07:48,1.524,0.180,0,0,0,0,v
2017-01-08 07:54,1.567,0.175,0,0,0,0,v
2017-01-08 08:00,1.562,0.110,0,0,0,0,v
2017-01-08 08:06,1.577,0.123,0,0,0,0,v
2017-01-08 08:12,1.583,0.100,0,0,0,0,v
2017-01-08 08:18,1.605,0.136,0,0,0,0,v
2017-01-08 08:24,1.615,0.137,0,0,0,0,v
2017-01-08 08:30,1.586,0.145,0,0,0,0,v
2017-01-08 08:36,1.601,0.144,0,0,0,0,v
2017-01-08 08:42,1.573,0.134,0,0,0,0,v
2017-01-08 08:48,1.608,0.171,0,0,0,0,v
2017-01-08 08:54,1.589,0.149,0,0,0,0,v
2017-01-08 09:00,1.552,0.160,0,0,0,0,v
2017-01-08 09:06,1.554,0.167,0,0,0,0,v
2017-01-08 09:12,1.502,0.151,0,0,0,0,v
2017-01-08 09:18,1.513,0.130,0,0,0,0,v
2017-01-08 09:24,1.435,0.120,0,0,0,0,v
2017-01-08 09:30,1.447,0.161,0,0,0,0,v
2017-01-08 09:36,1.415,0.136,0,0,0,0,v
2017-01-08 09:42,1.390,0.150,0,0,0,0,v
2017-01-08 09:48,1.386,0.142,0,0,0,0,v
2017-01-08 09:54,1.358,0.143,0,0,0,0,v
2017-01-08 10:00,1.297,0.142,0,0,0,0,v
2017-01-08 10:06,1.270,0.134,0,0,0,0,v
2017-01-08 10:12,1.273,0.142,0,0,0,0,v
2017-01-08 10:18,1.234,0.151,0,0,0,0,v
2017-01-08 10:24,1.225,0.171,0,0,0,0,v
2017-01-08 10:30,1.198,0.150,0,0,0,0,v
2017-01-08 10:36,1.154,0.143,0,0,0,0,v
2017-01-08 10:42,1.132,0.146,0,0,0,0,v
2017-01-08 10:48,1.119,0.140,0,0,0,0,v
2017-01-08 10:54,1.123,0.127,0,0,0,0,v
2017-01-08 11:00,1.063,0.111,0,0,0,0,v
2017-01-08 11:06,1.058,0.125,0,0,0,0,v
2017-01-08 11:12,1.005,0.118,0,0,0,0,v
2017-01-08 11:18,0.961,0.141,0,0,0,0,v
2017-01-08 11:24,0.924,0.086,0,0,0,0,v
2017-01-08 11:30,0.935,0.152,0,0,0,0,v
2017-01-08 11:36,0.859,0.110,0,0,0,0,v
2017-01-08 11:42,0.815,0.137,0,0,0,0,v
2017-01-08 11:48,0.793,0.129,0,0,0,0,v
2017-01-08 11:54,0.774,0.119,0,0,0,0,v
2017-01-08 12:00,0.720,0.142,0,0,0,0,v
2017-01-08 12:06,0.704,0.133,0,0,0,0,v
2017-01-08 12:12,0.662,0.159,0,0,0,0,v
2017-01-08 12:18,0.637,0.138,0,0,0,0,v
2017-01-08 12:24,0.601,0.112,0,0,0,0,v
2017-01-08 12:30,0.574,0.105,0,0,0,0,v
2017-01-08 12:36,0.529,0.150,0,0,0,0,v
2017-01-08 12:42,0.517,0.148,0,0,0,0,v
2017-01-08 12:48,0.505,0.104,0,0,0,0,v
2017-01-08 12:54,0.450,0.170,0,0,0,0,v
2017-01-08 13:00,0.436,0.112,0,0,0,0,v
2017-01-08 13:06,0.418,0.130,0,0,0,0,v
2017-01-08 13:12,0.411,0.172,0,0,0,0,v
2017-01-08 13:18,0.384,0.161,0,0,0,0,v
2017-01-08 13:24,0.340,0.135,0,0,0,0,v
2017-01-08 13:30,0.341,0.160,0,0,0,0,v
2017-01-08 13:36,0.306,0.134,0,0,0,0,v
2017-01-08 13:42,0.307,0.187,0,0,0,0,v
2017-01-08 13:48,0.269,0.100,0,0,0,0,v
2017-01-08 13:54,0.232,0.116,0,0,0,0,v
2017-01-08 14:00,0.227,0.102,0,0,0,0,v
2017-01-08 14:06,0.222,0.164,0,0,0,0,v
2017-01-08 14:12,0.196,0.130,0,0,0,0,v
2017-01-08 14:18,0.158,0.128,0,0,0,0,v
2017-01-08 14:24,0.177,0.117,0,0,0,0,v
2017-01-08 14:30,0.196,0.122,0,0,0,0,v
2017-01-08 14:36,0.160,0.117,0,0,0,0,v
2017-01-08 14:42,0.128,0.098,0,0,0,0,v
2017-01-08 14:48,0.142,0.132,0,0,0,0,v
2017-01-08 14:54,0.130,0.081,0,0,0,0,v
2017-01-08 15:00,0.125,0.118,0,0,0,0,v
2017-01-08 15:06,0.140,0.113,0,0,0,0,v
2017-01-08 15:12,0.172,0.093,0,0,0,0,v
2017-01-08 15:18,0.182,0.089,0,0,0,0,v
2017-01-08 15:24,0.183,0.115,0,0,0,0,v
2017-01-08 15:30,0.187,0.086,0,0,0,0,v
2017-01-08 15:36,0.194,0.101,0,0,0,0,v
2017-01-08 15:42,0.224,0.125,0,0,0,0,v
2017-01-08 15:48,0.249,0.097,0,0,0,0,v
2017-01-08 15:54,0.252,0.084,0,0,0,0,v
2017-01-08 16:00,0.264,0.112,0,0,0,0,v
2017-01-08 16:06,0.288,0.132,0,0,0,0,v
2017-01-08 16:12,0.329,0.132,0,0,0,0,v
2017-01-08 16:18,0.330,0.131,0,0,0,0,v
2017-01-08 16:24,0.325,0.120,0,0,0,0,v
2017-01-08 16:30,0.374,0.129,0,0,0,0,v
2017-01-08 16:36,0.408,0.118,0,0,0,0,v
2017-01-08 16:42,0.428,0.110,0,0,0,0,v
2017-01-08 16:48,0.459,0.099,0,0,0,0,v
2017-01-08 16:54,0.510,0.079,0,0,0,0,v
2017-01-08 17:00,0.525,0.101,0,0,0,0,v
2017-01-08 17:06,0.561,0.093,0,0,0,0,v
2017-01-08 17:12,0.589,0.099,0,0,0,0,v
2017-01-08 17:18,0.608,0.104,0,0,0,0,v
2017-01-08 17:24,0.674,0.090,0,0,0,0,v
2017-01-08 17:30,0.713,0.096,0,0,0,0,v
2017-01-08 17:36,0.742,0.106,0,0,0,0,v
2017-01-08 17:42,0.753,0.125,0,0,0,0,v
2017-01-08 17:48,0.769,0.117,0,0,0,0,v
2017-01-08 17:54,0.775,0.076,0,0,0,0,v
2017-01-08 18:00,0.793,0.094,0,0,0,0,v
2017-01-08 18:06,0.845,0.107,0,0,0,0,v
2017-01-08 18:12,0.860,0.087,0,0,0,0,v
2017-01-08 18:18,0.905,0.089,0,0,0,0,v
2017-01-08 18:24,0.934,0.090,0,0,0,0,v
2017-01-08 18:30,0.951,0.109,0,0,0,0,v
2017-01-08 18:36,0.996,0.091,0,0,0,0,v
2017-01-08 18:42,1.006,0.095,0,0,0,0,v
2017-01-08 18:48,1.025,0.080,0,0,0,0,v
2017-01-08 18:54,1.021,0.090,0,0,0,0,v
2017-01-08 19:00,1.021,0.084,0,0,0,0,v
2017-01-08 19:06,1.020,0.083,0,0,0,0,v
2017-01-08 19:12,1.028,0.102,0,0,0,0,v
2017-01-08 19:18,1.066,0.112,0,0,0,0,v
2017-01-08 19:24,1.079,0.115,0,0,0,0,v
2017-01-08 19:30,1.097,0.087,0,0,0,0,v
2017-01-08 19:36,1.078,0.092,0,0,0,0,v
2017-01-08 19:42,1.088,0.100,0,0,0,0,v
2017-01-08 19:48,1.103,0.090,0,0,0,0,v
2017-01-08 19:54,1.140,0.078,0,0,0,0,v
2017-01-08 20:00,1.135,0.089,0,0,0,0,v
2017-01-08 20:06,1.128,0.089,0,0,0,0,v
2017-01-08 20:12,1.160,0.107,0,0,0,0,v
2017-01-08 20:18,1.192,0.076,0,0,0,0,v
2017-01-08 20:24,1.212,0.086,0,0,0,0,v
2017-01-08 20:30,1.206,0.077,0,0,0,0,v
2017-01-08 20:36,1.192,0.101,0,0,0,0,v
2017-01-08 20:42,1.190,0.084,0,0,0,0,v
2017-01-08 20:48,1.210,0.114,0,0,0,0,v
2017-01-08 20:54,1.183,0.092,0,0,0,0,v
2017-01-08 21:00,1.194,0.121,0,0,0,0,v
2017-01-08 21:06,1.175,0.086,0,0,0,0,v
2017-01-08 21:12,1.193,0.093,0,0,0,0,v
2017-01-08 21:18,1.184,0.095,0,0,0,0,v
2017-01-08 21:24,1.140,0.077,0,0,0,0,v
2017-01-08 21:30,1.154,0.081,0,0,0,0,v
2017-01-08 21:36,1.153,0.086,0,0,0,0,v
2017-01-08 21:42,1.143,0.098,0,0,0,0,v
2017-01-08 21:48,1.093,0.080,0,0,0,0,v
2017-01-08 21:54,1.083,0.069,0,0,0,0,v
2017-01-08 22:00,1.057,0.072,0,0,0,0,v
2017-01-08 22:06,1.042,0.076,0,0,0,0,v
2017-01-08 22:12,1.008,0.081,0,0,0,0,v
2017-01-08 22:18,0.962,0.057,0,0,0,0,v
2017-01-08 22:24,0.974,0.060,0,0,0,0,v
2017-01-08 22:30,0.930,0.067,0,0,0,0,v
2017-01-08 22:36,0.922,0.090,0,0,0,0,v
2017-01-08 22:42,0.886,0.064,0,0,0,0,v
2017-01-08 22:48,0.851,0.086,0,0,0,0,v
2017-01-08 22:54,0.793,0.064,0,0,0,0,v
2017-01-08 23:00,0.751,0.068,0,0,0,0,v
2017-01-08 23:06,0.702,0.065,0,0,0,0,v
2017-01-08 23:12,0.676,0.071,0,0,0,0,v
2017-01-08 23:18,0.622,0.060,0,0,0,0,v
2017-01-08 23:24,0.594,0.093,0,0,0,0,v
2017-01-08 23:30,0.559,0.066,0,0,0,0,v
2017-01-08 23:36,0.524,0.060,0,0,0,0,v
2017-01-08 23:42,0.490,0.048,0,0,0,0,v
2017-01-08 23:48,0.464,0.059,0,0,0,0,v
2017-01-08 23:54,0.423,0.063,0,0,0,0,v
2017-01-09 00:00,0.392,0.051,0,0,0,0,v
2017-01-09 00:06,0.345,0.068,0,0,0,0,v
2017-01-09 00:12,0.320,0.053,0,0,0,0,v
2017-01-09 00:18,0.288,0.070,0,0,0,0,v
2017-01-09 00:24,0.269,0.055,0,0,0,0,v
2017-01-09 00:30,0.229,0.057,0,0,0,0,v
2017-01-09 00:36,0.202,0.072,0,0,0,0,v
2017-01-09 00:42,0.163,0.054,0,0,0,0,v
2017-01-09 00:48,0.122,0.075,0,0,0,0,v
2017-01-09 00:54,0.098,0.057,0,0,0,0,v
2017-01-09 01:00,0.060,0.058,0,0,0,0,v
2017-01-09 01:06,0.044,0.047,0,0,0,0,v
2017-01-09 01:12,0.032,0.060,0,0,0,0,v
2017-01-09 01:18,-0.002,0.065,0,0,0,0,v
2017-01-09 01:24,-0.026,0.052,0,0,0,0,v
2017-01-09 01:30,-0.076,0.052,0,0,0,0,v
2017-01-09 01:36,-0.075,0.054,0,0,0,0,v
2017-01-09 01:42,-0.083,0.067,0,0,0,0,v
2017-01-09 01:48,-0.118,0.059,0,0,0,0,v
2017-01-09 01:54,-0.095,0.045,0,0,0,0,v
2017-01-09 02:00,-0.118,0.056,0,0,0,0,v
2017-01-09 02:06,-0.134,0.048,0,0,0,0,v
2017-01-09 02:12,-0.148,0.066,0,0,0,0,v
2017-01-09 02:18,-0.174,0.060,0,0,0,0,v
2017-01-09 02:24,-0.181,0.055,0,0,0,0,v
2017-01-09 02:30,-0.172,0.040,0,0,0,0,v
2017-01-09 02:36,-0.174,0.067,0,0,0,0,v
2017-01-09 02:42,-0.177,0.052,0,0,0,0,v
2017-01-09 02:48,-0.153,0.054,0,0,0,0,v
2017-01-09 02:54,-0.154,0.053,0,0,0,0,v
2017-01-09 03:00,-0.165,0.060,0,0,0,0,v
2017-01-09 03:06,-0.160,0.059,0,0,0,0,v
2017-01-09 03:12,-0.143,0.060,0,0,0,0,v
2017-01-09 03:18,-0.132,0.061,0,0,0,0,v
2017-01-09 03:24,-0.126,0.057,0,0,0,0,v
2017-01-09 03:30,-0.143,0.053,0,0,0,0,v
2017-01-09 03:36,-0.105,0.051,0,0,0,0,v
2017-01-09 03:42,-0.062,0.060,0,0,0,0,v
2017-01-09 03:48,-0.078,0.053,0,0,0,0,v
2017-01-09 03:54,-0.057,0.050,0,0,0,0,v
2017-01-09 04:00,-0.040,0.052,0,0,0,0,v
2017-01-09 04:06,-0.008,0.049,0,0,0,0,v
2017-01-09 04:12,0.021,0.067,0,0,0,0,v
2017-01-09 04:18,0.045,0.062,0,0,0,0,v
2017-01-09 04:24,0.071,0.050,0,0,0,0,v
2017-01-09 04:30,0.120,0.047,0,0,0,0,v
2017-01-09 04:36,0.145,0.067,0,0,0,0,v
2017-01-09 04:42,0.145,0.041,0,0,0,0,v
2017-01-09 04:48,0.190,0.070,0,0,0,0,v
2017-01-09 04:54,0.224,0.057,0,0,0,0,v
2017-01-09 05:00,0.212,0.057,0,0,0,0,v
2017-01-09 05:06,0.239,0.058,0,0,0,0,v
2017-01-09 05:12,0.270,0.049,0,0,0,0,v
2017-01-09 05:18,0.333,0.053,0,0,0,0,v
2017-01-09 05:24,0.369,0.047,0,0,0,0,v
2017-01-09 05:30,0.435,0.051,0,0,0,0,v
2017-01-09 05:36,0.462,0.051,0,0,0,0,v
2017-01-09 05:42,0.493,0.072,0,0,0,0,v
2017-01-09 05:48,0.535,0.045,0,0,0,0,v
2017-01-09 05:54,0.583,0.063,0,0,0,0,v
2017-01-09 06:00,0.624,0.058,0,0,0,0,v
2017-01-09 06:06,0.670,0.049,0,0,0,0,v
2017-01-09 06:12,0.698,0.078,0,0,0,0,v
2017-01-09 06:18,0.733,0.044,0,0,0,0,v
2017-01-09 06:24,0.765,0.067,0,0,0,0,v
2017-01-09 06:30,0.808,0.055,0,0,0,0,v
2017-01-09 06:36,0.825,0.051,0,0,0,0,v
2017-01-09 06:42,0.894,0.053,0,0,0,0,v
2017-01-09 06:48,0.897,0.091,0,0,0,0,v
2017-01-09 06:54,0.951,0.057,0,0,0,0,v
2017-01-09 07:00,0.977,0.048,0,0,0,0,v
2017-01-09 07:06,1.016,0.054,0,0,0,0,v
2017-01-09 07:12,1.037,0.065,0,0,0,0,v
2017-01-09 07:18,1.066,0.064,0,0,0,0,v
2017-01-09 07:24,1.080,0.056,0,0,0,0,v
2017-01-09 07:30,1.122,0.060,0,0,0,0,v
2017-01-09 07:36,1.133,0.087,0,0,0,0,v
2017-01-09 07:42,1.177,0.060,0,0,0,0,v
2017-01-09 07:48,1.178,0.059,0,0,0,0,v
2017-01-09 07:54,1.213,0.073,0,0,0,0,v
2017-01-09 08:00,1.230,0.043,0,0,0,0,v
2017-01-09 08:06,1.244,0.043,0,0,0,0,v
2017-01-09 08:12,1.246,0.051,0,0,0,0,v
2017-01-09 08:18,1.266,0.062,0,0,0,0,v
2017-01-09 08:24,1.275,0.055,0,0,0,0,v
2017-01-09 08:30,1.289,0.058,0,0,0,0,v
2017-01-09 08:36,1.312,0.068,0,0,0,0,v
2017-01-09 08:42,1.346,0.054,0,0,0,0,v
2017-01-09 08:48,1.336,0.056,0,0,0,0,v
2017-01-09 08:54,1.345,0.059,0,0,0,0,v
2017-01-09 09:00,1.367,0.055,0,0,0,0,v
2017-01-09 09:06,1.338,0.068,0,0,0,0,v
2017-01-09 09:12,1.335,0.055,0,0,0,0,v
2017-01-09 09:18,1.299,0.067,0,0,0,0,v
2017-01-09 09:24,1.281,0.064,0,0,0,0,v
2017-01-09 09:30,1.281,0.065,0,0,0,0,v
2017-01-09 09:36,1.300,0.066,0,0,0,0,v
2017-01-09 09:42,1.287,0.049,0,0,0,0,v
2017-01-09 09:48,1.292,0.044,0,0,0,0,v
2017-01-09 09:54,1.296,0.047,0,0,0,0,v
2017-01-09 10:00,1.271,0.047,0,0,0,0,v
2017-01-09 10:06,1.251,0.059,0,0,0,0,v
2017-01-09 10:12,1.222,0.054,0,0,0,0,v
2017-01-09 10:18,1.198,0.056,0,0,0,0,v
2017-01-09 10:24,1.166,0.067,0,0,0,0,v
2017-01-09 10:30,1.149,0.047,0,0,0,0,v
2017-01-09 10:36,1.148,0.039,0,0,0,0,v
2017-01-09 10:42,1.118,0.046,0,0,0,0,v
2017-01-09 10:48,1.119,0.047,0,0,0,0,v
2017-01-09 10:54,1.070,0.070,0,0,0,0,v
2017-01-09 11:00,1.019,0.053,0,0,0,0,v
2017-01-09 11:06,1.011,0.051,0,0,0,0,v
2017-01-09 11:12,0.978,0.048,0,0,0,0,v
2017-01-09 11:18,0.961,0.046,0,0,0,0,v
2017-01-09 11:24,0.928,0.043,0,0,0,0,v
2017-01-09 11:30,0.886,0.054,0,0,0,0,v
2017-01-09 11:36,0.861,0.051,0,0,0,0,v
2017-01-09 11:42,0.846,0.051,0,0,0,0,v
2017-01-09 11:48,0.813,0.042,0,0,0,0,v
2017-01-09 11:54,0.793,0.044,0,0,0,0,v
2017-01-09 12:00,0.737,0.064,0,0,0,0,v
2017-01-09 12:06,0.715,0.053,0,0,0,0,v
2017-01-09 12:12,0.677,0.047,0,0,0,0,v
2017-01-09 12:18,0.629,0.050,0,0,0,0,v
2017-01-09 12:24,0.562,0.045,0,0,0,0,v
2017-01-09 12:30,0.500,0.049,0,0,0,0,v
2017-01-09 12:36,0.447,0.049,0,0,0,0,v
2017-01-09 12:42,0.421,0.042,0,0,0,0,v
2017-01-09 12:48,0.411,0.047,0,0,0,0,v
2017-01-09 12:54,0.397,0.046,0,0,0,0,v
2017-01-09 13:00,0.353,0.042,0,0,0,0,v
2017-01-09 13:06,0.336,0.051,0,0,0,0,v
2017-01-09 13:12,0.316,0.062,0,0,0,0,v
2017-01-09 13:18,0.277,0.049,0,0,0,0,v
2017-01-09 13:24,0.236,0.052,0,0,0,0,v
2017-01-09 13:30,0.186,0.042,0,0,0,0,v
2017-01-09 13:36,0.153,0.040,0,0,0,0,v
2017-01-09 13:42,0.138,0.048,0,0,0,0,v
2017-01-09 13:48,0.128,0.058,0,0,0,0,v
2017-01-09 13:54,0.080,0.043,0,0,0,0,v
2017-01-09 14:00,0.105,0.058,0,0,0,0,v
2017-01-09 14:06,0.027,0.042,0,0,0,0,v
2017-01-09 14:12,0.004,0.045,0,0,0,0,v
2017-01-09 14:18,-0.043,0.052,0,0,0,0,v
2017-01-09 14:24,-0.066,0.042,0,0,0,0,v
2017-01-09 14:30,-0.071,0.060,0,0,0,0,v
2017-01-09 14:36,-0.098,0.059,0,0,0,0,v
2017-01-09 14:42,-0.118,0.054,0,0,0,0,v
2017-01-09 14:48,-0.145,0.049,0,0,0,0,v
2017-01-09 14:54,-0.145,0.045,0,0,0,0,v
2017-01-09 15:00,-0.156,0.037,0,0,0,0,v
2017-01-09 15:06,-0.160,0.048,0,0,0,0,v
2017-01-09 15:12,-0.181,0.057,0,0,0,0,v
2017-01-09 15:18,-0.170,0.054,0,0,0,0,v
2017-01-09 15:24,-0.176,0.045,0,0,0,0,v
2017-01-09 15:30,-0.186,0.058,0,0,0,0,v
2017-01-09 15:36,-0.208,0.049,0,0,0,0,v
2017-01-09 15:42,-0.194,0.048,0,0,0,0,v
2017-01-09 15:48,-0.214,0.057,0,0,0,0,v
2017-01-09 15:54,-0.225,0.061,0,0,0,0,v
2017-01-09 16:00,-0.206,0.048,0,0,0,0,v
2017-01-09 16:06,-0.205,0.051,0,0,0,0,v
2017-01-09 16:12,-0.173,0.053,0,0,0,0,v
2017-01-09 16:18,-0.118,0.061,0,0,0,0,v
2017-01-09 16:24,-0.149,0.047,0,0,0,0,v
2017-01-09 16:30,-0.130,0.046,0,0,0,0,v
2017-01-09 16:36,-0.148,0.052,0,0,0,0,v
2017-01-09 16:42,-0.135,0.060,0,0,0,0,v
2017-01-09 16:48,-0.123,0.055,0,0,0,0,v
2017-01-09 16:54,-0.095,0.050,0,0,0,0,v
2017-01-09 17:00,-0.061,0.051,0,0,0,0,v
2017-01-09 17:06,-0.035,0.053,0,0,0,0,v
2017-01-09 17:12,0.013,0.064,0,0,0,0,v
2017-01-09 17:18,0.009,0.054,0,0,0,0,v
2017-01-09 17:24,0.027,0.056,0,0,0,0,v
2017-01-09 17:30,0.079,0.055,0,0,0,0,v
2017-01-09 17:36,0.075,0.057,0,0,0,0,v
2017-01-09 17:42,0.114,0.070,0,0,0,0,v
2017-01-09 17:48,0.130,0.060,0,0,0,0,v
2017-01-09 17:54,0.177,0.050,0,0,0,0,v
2017-01-09 18:00,0.185,0.051,0,0,0,0,v
2017-01-09 18:06,0.235,0.055,0,0,0,0,v
2017-01-09 18:12,0.296,0.061,0,0,0,0,v
2017-01-09 18:18,0.312,0.054,0,0,0,0,v
2017-01-09 18:24,0.355,0.049,0,0,0,0,v
2017-01-09 18:30,0.360,0.051,0,0,0,0,v
2017-01-09 18:36,0.387,0.069,0,0,0,0,v
2017-01-09 18:42,0.436,0.062,0,0,0,0,v
2017-01-09 18:48,0.444,0.059,0,0,0,0,v
2017-01-09 18:54,0.505,0.061,0,0,0,0,v
2017-01-09 19:00,0.530,0.056,0,0,0,0,v
2017-01-09 19:06,0.556,0.065,0,0,0,0,v
2017-01-09 19:12,0.591,0.063,0,0,0,0,v
2017-01-09 19:18,0.622,0.055,0,0,0,0,v
2017-01-09 19:24,0.654,0.058,0,0,0,0,v
2017-01-09 19:30,0.731,0.069,0,0,0,0,v
2017-01-09 19:36,0.747,0.049,0,0,0,0,v
2017-01-09 19:42,0.733,0.053,0,0,0,0,v
2017-01-09 19:48,0.751,0.060,0,0,0,0,v
2017-01-09 19:54,0.772,0.049,0,0,0,0,v
2017-01-09 20:00,0.803,0.061,0,0,0,0,v
2017-01-09 20:06,0.806,0.060,0,0,0,0,v
2017-01-09 20:12,0.824,0.054,0,0,0,0,v
2017-01-09 20:18,0.868,0.071,0,0,0,0,v
2017-01-09 20:24,0.865,0.061,0,0,0,0,v
2017-01-09 20:30,0.887,0.057,0,0,0,0,v
2017-01-09 20:36,0.927,0.062,0,0,0,0,v
2017-01-09 20:42,0.949,0.059,0,0,0,0,v
2017-01-09 20:48,0.943,0.052,0,0,0,0,v
2017-01-09 20:54,0.986,0.060,0,0,0,0,v
2017-01-09 21:00,1.005,0.067,0,0,0,0,v
2017-01-09 21:06,1.020,0.059,0,0,0,0,v
2017-01-09 21:12,1.040,0.071,0,0,0,0,v
2017-01-09 21:18,1.041,0.065,0,0,0,0,v
2017-01-09 21:24,1.058,0.058,0,0,0,0,v
2017-01-09 21:30,1.101,0.062,0,0,0,0,v
2017-01-09 21:36,1.084,0.057,0,0,0,0,v
2017-01-09 21:42,1.059,0.074,0,0,0,0,v
2017-01-09 21:48,1.059,0.067,0,0,0,0,v
2017-01-09 21:54,1.032,0.064,0,0,0,0,v
2017-01-09 22:00,1.023,0.065,0,0,0,0,v
2017-01-09 22:06,1.025,0.059,0,0,0,0,v
2017-01-09 22:12,1.002,0.056,0,0,0,0,v
2017-01-09 22:18,0.972,0.057,0,0,0,0,v
2017-01-09 22:24,1.007,0.045,0,0,0,0,v
2017-01-09 22:30,0.981,0.062,0,0,0,0,v
2017-01-09 22:36,1.010,0.062,0,0,0,0,v
2017-01-09 22:42,0.979,0.071,0,0,0,0,v
2017-01-09 22:48,0.963,0.048,0,0,0,0,v
2017-01-09 22:54,0.932,0.077,0,0,0,0,v
2017-01-09 23:00,0.922,0.070,0,0,0,0,v
2017-01-09 23:06,0.915,0.065,0,0,0,0,v
2017-01-09 23:12,0.897,0.050,0,0,0,0,v
2017-01-09 23:18,0.860,0.060,0,0,0,0,v
2017-01-09 23:24,0.836,0.055,0,0,0,0,v
2017-01-09 23:30,0.790,0.049,0,0,0,0,v
2017-01-09 23:36,0.766,0.053,0,0,0,0,v
2017-01-09 23:42,0.735,0.053,0,0,0,0,v
2017-01-09 23:48,0.713,0.057,0,0,0,0,v
2017-01-09 23:54,0.707,0.050,0,0,0,0,v
2017-01-10 00:00,0.654,0.053,0,0,0,0,v
2017-01-10 00:06,0.618,0.048,0,0,0,0,v
2017-01-10 00:12,0.577,0.044,0,0,0,0,v
2017-01-10 00:18,0.526,0.063,0,0,0,0,v
2017-01-10 00:24,0.490,0.046,0,0,0,0,v
2017-01-10 00:30,0.471,0.048,0,0,0,0,v
2017-01-10 00:36,0.418,0.065,0,0,0,0,v
2017-01-10 00:42,0.402,0.043,0,0,0,0,v
2017-01-10 00:48,0.378,0.051,0,0,0,0,v
2017-01-10 00:54,0.366,0.051,0,0,0,0,v
2017-01-10 01:00,0.312,0.046,0,0,0,0,v
2017-01-10 01:06,0.291,0.061,0,0,0,0,v
2017-01-10 01:12,0.270,0.052,0,0,0,0,v
2017-01-10 01:18,0.222,0.056,0,0,0,0,v
2017-01-10 01:24,0.189,0.046,0,0,0,0,v
2017-01-10 01:30,0.136,0.054,0,0,0,0,v
2017-01-10 01:36,0.122,0.044,0,0,0,0,v
2017-01-10 01:42,0.075,0.061,0,0,0,0,v
2017-01-10 01:48,0.036,0.037,0,0,0,0,v
2017-01-10 01:54,0.004,0.047,0,0,0,0,v
2017-01-10 02:00,-0.015,0.048,0,0,0,0,v
2017-01-10 02:06,-0.011,0.057,0,0,0,0,v
2017-01-10 02:12,-0.053,0.047,0,0,0,0,v
2017-01-10 02:18,-0.093,0.048,0,0,0,0,v
2017-01-10 02:24,-0.095,0.043,0,0,0,0,v
2017-01-10 02:30,-0.140,0.047,0,0,0,0,v
2017-01-10 02:36,-0.168,0.042,0,0,0,0,v
2017-01-10 02:42,-0.182,0.056,0,0,0,0,v
2017-01-10 02:48,-0.221,0.046,0,0,0,0,v
2017-01-10 02:54,-0.220,0.057,0,0,0,0,v
2017-01-10 03:00,-0.252,0.059,0,0,0,0,v
2017-01-10 03:06,-0.219,0.057,0,0,0,0,v
2017-01-10 03:12,-0.245,0.055,0,0,0,0,v
2017-01-10 03:18,-0.260,0.062,0,0,0,0,v
2017-01-10 03:24,-0.262,0.057,0,0,0,0,v
2017-01-10 03:30,-0.251,0.052,0,0,0,0,v
2017-01-10 03:36,-0.276,0.051,0,0,0,0,v
2017-01-10 03:42,-0.283,0.050,0,0,0,0,v
2017-01-10 03:48,-0.283,0.056,0,0,0,0,v
2017-01-10 03:54,-0.260,0.055,0,0,0,0,v
2017-01-10 04:00,-0.277,0.057,0,0,0,0,v
2017-01-10 04:06,-0.222,0.056,0,0,0,0,v
2017-01-10 04:12,-0.207,0.060,0,0,0,0,v
2017-01-10 04:18,-0.218,0.045,0,0,0,0,v
2017-01-10 04:24,-0.215,0.050,0,0,0,0,v
2017-01-10 04:30,-0.229,0.055,0,0,0,0,v
2017-01-10 04:36,-0.206,0.058,0,0,0,0,v
2017-01-10 04:42,-0.166,0.057,0,0,0,0,v
2017-01-10 04:48,-0.119,0.059,0,0,0,0,v
2017-01-10 04:54,-0.110,0.052,0,0,0,0,v
2017-01-10 05:00,-0.074,0.058,0,0,0,0,v
2017-01-10 05:06,-0.043,0.056,0,0,0,0,v
2017-01-10 05:12,0.002,0.061,0,0,0,0,v
2017-01-10 05:18,0.044,0.054,0,0,0,0,v
2017-01-10 05:24,0.072,0.055,0,0,0,0,v
2017-01-10 05:30,0.086,0.053,0,0,0,0,v
2017-01-10 05:36,0.137,0.049,0,0,0,0,v
2017-01-10 05:42,0.175,0.051,0,0,0,0,v
2017-01-10 05:48,0.203,0.067,0,0,0,0,v
2017-01-10 05:54,0.253,0.046,0,0,0,0,v
2017-01-10 06:00,0.325,0.058,0,0,0,0,v
2017-01-10 06:06,0.322,0.060,0,0,0,0,v
2017-01-10 06:12,0.396,0.061,0,0,0,0,v
2017-01-10 06:18,0.426,0.055,0,0,0,0,v
2017-01-10 06:24,0.465,0.063,0,0,0,0,v
2017-01-10 06:30,0.520,0.060,0,0,0,0,v
2017-01-10 06:36,0.561,0.054,0,0,0,0,v
2017-01-10 06:42,0.575,0.060,0,0,0,0,v
2017-01-10 06:48,0.626,0.058,0,0,0,0,v
2017-01-10 06:54,0.680,0.049,0,0,0,0,v
2017-01-10 07:00,0.715,0.055,0,0,0,0,v
2017-01-10 07:06,0.752,0.062,0,0,0,0,v
2017-01-10 07:12,0.800,0.054,0,0,0,0,v
2017-01-10 07:18,0.829,0.061,0,0,0,0,v
2017-01-10 07:24,0.872,0.064,0,0,0,0,v
2017-01-10 07:30,0.877,0.063,0,0,0,0,v
