Date Time, Water Level, Sigma, I, L 
2017-01-30 04:00,0.809,0.066,0,0
2017-01-30 05:00,0.497,0.065,0,0
2017-01-30 06:00,0.214,0.065,0,0
2017-01-30 07:00,0.040,0.066,0,0
2017-01-30 08:00,-0.008,0.055,0,0
2017-01-30 09:00,0.199,0.066,0,0
2017-01-30 10:00,0.487,0.064,0,0
2017-01-30 11:00,0.891,0.076,0,0
2017-01-30 12:00,1.220,0.071,0,0
2017-01-30 13:00,1.499,0.065,0,0
2017-01-30 14:00,1.547,0.068,0,0
2017-01-30 15:00,1.398,0.068,0,0
2017-01-30 16:00,1.067,0.063,0,0
2017-01-30 17:00,0.767,0.068,0,0
2017-01-30 18:00,0.417,0.057,0,0
2017-01-30 19:00,0.136,0.061,0,0
2017-01-30 20:00,-0.011,0.056,0,0
2017-01-30 21:00,0.097,0.078,0,0
2017-01-30 22:00,0.309,0.062,0,0
2017-01-30 23:00,0.647,0.079,0,0
2017-01-31 00:00,0.880,0.086,0,0
2017-01-31 01:00,1.073,0.095,0,0
2017-01-31 02:00,1.258,0.062,0,0
2017-01-31 03:00,1.185,0.064,0,0
2017-01-31 04:00,0.921,0.060,0,0
2017-01-31 05:00,0.637,0.063,0,0
2017-01-31 06:00,0.380,0.062,0,0
2017-01-31 07:00,0.155,0.063,0,0
2017-01-31 08:00,0.010,0.055,0,0
2017-01-31 09:00,-0.012,0.051,0,0
2017-01-31 10:00,0.164,0.048,0,0
2017-01-31 11:00,0.609,0.057,0,0
2017-01-31 12:00,1.022,0.061,0,0
2017-01-31 13:00,1.303,0.071,0,0
2017-01-31 14:00,1.498,0.082,0,0
2017-01-31 15:00,1.549,0.074,0,0
2017-01-31 16:00,1.374,0.082,0,0
2017-01-31 17:00,1.102,0.068,0,0
2017-01-31 18:00,0.637,0.101,0,0
2017-01-31 19:00,0.251,0.109,0,0
2017-01-31 20:00,-0.039,0.107,0,0
2017-01-31 21:00,-0.088,0.094,0,0
2017-01-31 22:00,0.072,0.138,0,0
2017-01-31 23:00,0.353,0.170,0,0
